ID,Position,State,City,Date,Rating,Title,Review,Pros,Cons
1072591207,Driver (Former Employee) –  , CT,Waterbury,2018-09-26,1,"Nature of job was easy, but management is TERRIBLE","Worked as Transfer Driver out of Waterbury shop. It was easy (and low pay reflected that), but senior management gave little support to those who actually got things done. Meanwhile, they kept or promoted incompetents. Very political. One supervisor had no clue what he was doing, but then got promoted because of nepotism. Another supervisor knew his stuff, busted his butt for company, and was a talented young mechanic to boot, but the idiots in Hartford let him slip away because of their political BS. Company constantly harps, ""Zero tolerance."" But has one driver who has had incident after incident, speeding in customer's lot, accidents and didn't inform company, wastes tons of time stopping at convenience stores, etc, but management makes excuse after excuse to keep him. (And because he's supposedly on his last 'strike,' the snake tries to get his fellow co-drivers into trouble in multiple ways.) Meanwhile, if you are a good driver who does things in a safe, timely manner, but you get so much as a scratch on your arm that might need treatment, you are threatened with termination by the strong-arming regional manager. Totally backwards. Subsequently, turnover is rampant, at least in the Waterbury shop. This ends up putting much more work and strain on those still there, supervisors, techs, drivers, etc.. Over time this year, the place has become a mess.  Breakrooms and bathrooms are a disgrace because cleaning crew no longer comes. They can't even afford to pay landscapers to cut the little strip of grass in front of shop. Add it all up and it's not a good situation.",Most coworkers are good people.,"Management, especially terrible senior management in Hartford."
1072248941,Driver (Current Employee) –  ,NA,Douglassville Pa,2018-09-09,2,Horrible place to work for a driver..you can do better,"Dont bother working here. My first week there 2 drivers quit that should of been a red flag right there Everything they say is a lie and they're full of broken promises. When I saw the ad for a driving position they said it was $21.00 per hour I end up getting the job and the day before I go out on my run I'm told they pay 0.43 cents per mile. Nowhere on the ad did they say they pay cents per mile...you drive 1,800-2,000 miles in 4 days and put in 10-12 hour days you're suppose to have off on Wednesday but they are so short on drivers they make you come in on your days off and run a local run and they still pay you cents per mile...you have to pay for your own hotel and they reimburse in your paycheck..so for example my paycheck every week is $1,075 and that's with them reimbursing me the $200-$300 I'm putting out every week for hotels..so if you take away the $200-$300 they reimburse you after all the work you put in your check is really anywhere from $700-$875 a week after all the hours and miles you do it isnt worth it..dont work here also they put cameras in the trucks to watch you",Benefits,"Too many miles, too many hours, cameras in trucks, not enough money!"
1071646416,Driver (Former Employee) –  , ON,Windsor,2018-08-09,4,typical day,"Here I started my day around four am. I worked out of the Windsor, Ontario yard. I was the only driver working out of this yard as dispatch is located in London, Ontario.",NA,NA
1071450753,Transfer Driver (Former Employee) –  , FL,Orlando,2018-07-31,1,Awful company,Management is terrible.  Very negative vibe throughout the company.  We were bad mouthed for things that were out of our control.  I hated working there.,Part time.,Everything else.
1071328053,DRIVER (Former Employee) –  , TX,San Antonio,2018-07-25,5,good very productive,very fast pace have good customer service skills loved my job I wanted to retire there loved my clients enjoyed going out of town every day miss the fast paced job,good benefits,long hours
1070950525,Driver (Former Employee) –  , CT,Bloomfield,2018-07-07,2,Unorganized at new facility,"Poor health insurance.  Too many bosses with no answers.  Very bad communication.  No relaying of messages. No system of work delegation.  Continuous phone calls for help on days and shifts that you didn't sign up for, when turned down,  next dispatcher calling you.  Lol",Safety 1st,Health benefits and Unorganized
1070661995,Driver (Current Employee) –  , SC,Columbia,2018-06-21,1,Great staff upper mangers need training,Would be better if they had new management upper and lower if that warehouse didnt have a lead person no one would attempt the columbia sc location AT&T need another contractor in columbia sc,No air conditions no drinking fountains,Break all day poor management
1070203112,Hilo driver (Former Employee) –  ,NA,trenton mi,2018-05-29,5,this place i really miss,the job interment  was the best job I had ever had pay moved up very fast the people was great the managers was awesome even the Chrysler workers where very nice to all of us at Ryder,best job ever good pay nice managers permot with in,nothing
1070156305,Driver (Current Employee) –  , MI,Grand Rapids,2018-05-27,4,Reliable,Management at my location was excellent.  The routes and customers were easy to handle and work with. Good regional work and only left due to relocation.,Consistant work,lots of rules
1070129078,Driver (Current Employee) –  , PA,Pittsburgh,2018-05-25,2,Good job for somebody desperate,Work for Ryder and you may not get paid on time. OK if your in bad need of a job. Your work hours and off days can be changed at a days notice. It took 2 months for them to get my pay right and set up my direct deposit.,NA,NA
1069614007,Driver (Current Employee) –  , IN,Jeffersonville,2018-04-30,1,Not a good place to work,If you like working long hours for little pay this is a great place. They have a 1000 dollar a week guarantee. Which is great until you realize how many hours you work an it averages 11 dollars an hour.,None,Pay not equal to hours. Poor management
1069466407,Driver (Former Employee) –  , FL,Orlando,2018-04-23,3,ok,great personal but the pay formula change so the driver get pay less. i know for facts the company is good to work for but the pay got worst in comparison with others state,great persomal,pay less since pay formula change
1069444371,Driver (Current Employee) –  ,NA,Georgia,2018-04-22,3,Easy Job,"My position is a very easy job.  However, I dont know where these people claiming Ryder has great benefits are getting their insurance from.  Ryder insurance is TERRIBLE.  It's very expensive and all it is, is insurance from the Health Insurance Marketplace.  You can only enroll in a certain period.  It's, without a doubt, the worst insurance I have ever seen with a company.","Easy job, decent pay",Insurance/Benefits
1069443336,AZ Driver (Current Employee) –  ,NA,Toyota Canada Accounts,2018-04-22,5,Steamlined operations,"If you are a newbie trucker, probably not the place for you as they expect you to be a professional who knows their stuff coming in. I see a lot of complaints on here that are obviously from newbie drivers who are not really familiar with the industry yet. But if it's not your first rodeo, Ryder is a great company to work for in my experience because for the most part, you get the same truck everyday, you pretty much know what your hours are going to be each week, management completely leaves you alone if you are doing your job correctly and on the TMMC accounts at least, the work is extremely easy work. No touch, big customer yards, fairly relaxed pickup/delivery schedule and the equipment, though not great, is not too bad. I think the oldest trucks we have on our account are 2013's. If I do have one complaint, it is the lack of social and driver appreciation programs. For a company as big as Ryder, they can do better than a $25 gift card from Walmart as a Christmas bonus. Quarterly safety meeting, though paid, are pretty useless as far as teaching an experienced driver anything new and burn 4 or 5 of your Saturdays per year. Dealing with Ryder's repair shops as a Ryder Integrated Logistics driver can be frustrating as they tend to prioritize rental customers rather than their own employees.","Easy work, industry average pay, steady regular hours",A little aloof regarding driver appreciation/recognition
1069437157,Driver (Former Employee) –  , FL,Lakeland,2018-04-21,5,Ryder best driving job,"It was the best driving job I had. Great Manager, paid you for everything you did..Quit because of night shift work. Easy hiring process. Best driving job I ever had",night shift work,Paid you for everything
1069064622,Driver (Former Employee) –  , NY,Auburn,2018-04-04,1,Ok place to work but has a lot of issues created for no reason,"Higher up really doesn't care about drivers. They say they have an open door policy until there is an issue. Just like you are the ""captain of the ship"" but try calling it and see what happens. Your just a paid puppet. You will be ok there as long as you shut up and do as your told and don't think for yourself! Some of these accounts are supposed to be local work, however, some people have to drive over an hour to get there and they don't take that into consideration when your supposed to have 10 hours rest!",Money is good for local work,To many to list!
1068839293,Driver (Former Employee) –  , CA,Richmond,2018-03-24,4,"good pace of work,but.......","My time at Ryder was well spent, but the location I was located in had a high turnover of managers and employees. Miscommunication, lack of interest in employees from new managers, complaints would go unheard, etc. This job is good if you want to earn good money but you're gonna have to be an autonomous because management will be overloaded and stressed out. Otherwise, not as bad as other companies.","Pay is good, but low for the industry.","Poor management, hard of hearing from new managers."
1068039105,Driver (Former Employee) –  , AZ,Yuma,2018-02-16,1,Look elsewhere for a job,Ryder logistics Yuma Arizona is a paycheck that is about it management has poor organization skills of loads management does not fix trucks in a timely manner they really don't care about a driver's needs or wants you are just a number and if they advertise their trucks are not best in class or best in the fleet nobody's rude or inconsiderate I would not consider this job a local position most of the time you work your shift go home go to bed get up go right back to work you have no time to relax or see family take care of your children going home it's just a bed for you but if you're looking for a paycheck and have no family life or outside of work life working for Ryder Yuma is for you,Paycheck,"Poor management, poor equipment"
1067945379,Driver (Former Employee) –  , TX 79935,El Paso,2018-02-12,4,easy relax place to work,Great place to work at the home time is great I enjoyed going home every day. I wish they would pay better and the benefits would also be better. I would recommend this place to people if you don't have many bills,great home time,i wish they would pay better
1067917712,Driver (Former Employee) –  , KS,Kansas City,2018-02-11,1,Poor working environment,Hurt on job. Supervisor ignored it. Dispatcher had no history in the trucking business. Forced to run illegally. Trucks not serviced properly and broke down often. Forced to do other routes outside of my normal.,None,You mean nothing to them.
1067720057,Driver (Former Employee) –  , TN,Nashville,2018-02-03,1,Very poorly managed,This is a policy and management driven company.  All day we care about drivers but those are only words. Ryder cares about their managers and moving frieght. They talk all day about safety but that only matters when its convenient. If it puts manager in a bind then safety goes out the window. The pay is low . You will never advance and may get a raise every 2 or 3 years. Maybe. Basically you were warned.,None,Management
1067718950,driver (Current Employee) –  ,NA,California,2018-02-03,4,Good Place,Good place to work and I like the people and atmosphere at Ryder.  Management is good and friendly.  Employees are nice and always willing to help each other.,NA,NA
1067715969,Driver (Former Employee) –  , MO,St. Louis,2018-02-03,1,hard work but doable,"you would pick up your truck bobtail the truck to Bunny Bread in north St. Louis accross the river in Ill.  Hook up to your loaded trailer and start your route. You would deliver bread to local stores in St. Louis area. It was hard work but rewarding. by the end of the week you were exhaused. You had over 22 stops to make in one night. I worked there for 6 months. The pay at the time was good, but the work was hard. Fast paced and keep you on your toes. Once all your deliveries were made you took the empty trailer to Bunny Bread drop it off and bobtailed back to Ryder to drop of the truck. then drive your car home and repeat it all over the next day. If I remember correctly they gave Tuesdays and Saturdays off.",you had the same route,hard work
1067460601,Driver (Current Employee) –  , KY,Louisville,2018-01-24,1,great job for a Robot,best job I ever had WORST Company I have ever worked for.. good pay great equipment.. just not a driver friendly company ! My manager in Louisville is a great guy always has his drivers back..but all of his bosses are always b usting his butt for standing up for drivers.. Ryder Corparate only cares about their custermers mloney and that's it,same route everyday,not driver freindly
1067455553,Transfer Driver / Attendant / Washer (Former Employee) –  , IA,Des Moines,2018-01-24,5,Good place to work and Atmoshere was laid bsck,"It is a working enviroment, relaxed as long as you do your job and kept doing things always trucks to wash oil filters to crush and customers to help  Ran and picked truck parts from Truck Dealers",Free supper occasionally Christmas Turkeys Good Atmosphere to work in,mostly 40 hrs. not much overtime
1067092092,Shunt Driver (Former Employee) –  , ON,Woodstock,2018-01-11,4,Good place to work,"Regularly scheduled job, nice people, various jobs available, night shift is not for me. Would recommend company for people who like various shifts for work.",NA,NA
1066526307,Driver (Former Employee) –  , AZ,Yuma,2017-12-14,3,It’s a job,"Benefits are good. Work is easy. Management has plenty of ideas on how to make it better but not much in the way of execution of those plans. It might get better but not for a while. All of us were told it was going to be a M-F weekends off schedule and that’s why they got so many applications and the first orientation class was huge. Most of the drivers are leaving slowly, due to the schedule and the way dispatch handles things.","Benefits, home daily/nightly","Can’t get everyone (dispatch, management) to agree on day to day operations"
1066273513,ACZ Driver (Former Employee) –  , ON,Cambridge,2017-12-01,4,"Driving truck is a tough job, but Ryder is family friendly","Driving truck is a tough job, but Ryder is family friendly Equipment is newer and well maintained, runs are on a strict timed schedule therefore you get home everyday.",Good pay rates,Long hours
1065501775,Driver (Former Employee) –  , CT,Dayville,2017-10-26,5,very good,"Ryder was very good to me, I am happy mohave the chance to work there.. The bosses where will to work with you and spend the time creating a positive work environment.",NA,NA
1065432046,Driver (Current Employee) –  , CA,San Leandro,2017-10-23,3,Productive place to work,pre and post trip of truck and trailer. Very physical job tailgating carper pad weighing anywhere from 60-75lbs. Nice place to work employees are great to work with.,no supervisor on site,pay not competitive
1065356366,Driver (Current Employee) –  , MI,Lansing,2017-10-20,4,We are at the mercy of Automotive manufacturer. 1 of the major 3,"Great job, Good pay, decent work place and benefits. My manager has been good to me and I have had no major complaints about my job. Equipment is being replaced and repaired. Some issues with workers not doing there job and the rest having to cover it all the time.","Good pay, benefits.","Company is so big some things are overlooked, job applying as employee is weak, some management got their job underhandedly and are not very good managers"
1065326334,LTO Driver (Former Employee) –  , IL,Rochelle,2017-10-18,1,"Worst place to work, keep up your 100 percent production or fired","Worst place to work, they keep raising production to get rid of employees. you come under 99 or 98 percent your fired, no exception. management sucks.",Free pair of boots,If your parent or wife dies and you don't come to work instant 1 point. Sorry no excuses..
1064151490,Driver (Former Employee) –  , TX,Channelview,2017-08-31,5,Great place to work have to be will to stay out most the week from home,Love this job had a lot of what a driver would want from a company. You have to be willing to stay out from home a lot. They will get you home for the weekend but some Saturdays are mandatory. It is not a force dispatch company.,NA,NA
1063977474,Driver (Former Employee) –  , MI,Brownstown,2017-08-24,1,Run...run fast and never look back!,"Great place to get taken advantage of.  Don't care a luck about tou, safety, or legality.  Runs are scheduled so tight can't even relieve yourself without pushing out of hours. When I take hrs worked and what the run pays, it averages  $12 hr! Pitiful! ! Bidding on runs every month is as stupid as a thing I've ever seen. When ya get a run figured out and running efficiently the months over and ya have to learn a new one all over. Very un efficient.  Forget a home life during the week. Sleep and drive!!",Insurance isnt bad comparatively,Everything else
1063801738,driver at imperal oil (Former Employee) –  , ON,Sarnia,2017-08-17,5,very nice place to work and people were nice,loved my job like the people l worked with supervisor was a nice listened  when you had something to say just did no why l was let go without talking about what l did wrong and try to fix it,NA,NA
1063383610,Driver (Current Employee) –  , FL,Miami,2017-08-01,3,Things can change in an instant,Very large company that treats you like a number.  Whatever they tell you when you get hired can change in an instant.   Everything depends on the account your on.  And who your manager is.  An account can be lost or expired at any time then your screwed.  Beware!  Their good accounts are good but most are not.,NA,NA
1063269277,Current driver (Current Employee) –  , MA,Woburn,2017-07-27,2,No privacy rights,"Ryder Creates the illusion like it is a  great company to work for, but they are average. Ryder pays a little bit more than most company but the back load the driver position with a lot of Restrictions that are that Stifling .They have 2 way  Dash cameras  in all there Tractors on dedicated accounts. They want to know what you are doing while driving,because your are being recorded by the DashCam.  So why do I still work at RYDER, well for 1 I don't care about there freaking dash cam 2 I  have been accident free before working for Ryder and still am accident free and most important  thing,There is a major major shortage of experience CDL CLASS A Drivers ... 3) I have never missed a day from work  wether it rains ,snow or shine(sunny)...",They provide uniforms and reimburse you $100.00 for steel toe boots,They have 2 way Dash Cameras in there Tractors on dedicated accounts.
1063126446,Driver (Former Employee) –  , TN,Clarksville,2017-07-21,5,Great place to work,Great company to work for always put their employee first. The maintainance section was very good and the equipment was second to none. The managers were always professional at all times took care of issues in a timely manner.,Good communication,long hours
1062242881,Driver (Former Employee) –  , FL,Tampa,2017-06-14,3,it is a great place to work,great place to work as a flatbed truck driver delivering 21 to 25 stops a day in a residential district and 45 to 55 foot trail it wasn't easy enjoyed the pay,NA,NA
1060739990,driver (Former Employee) –  , TX,San Antonio,2017-04-14,1,never again,not fair place to work at allNever got vacation timemanagement is not the best-to many chiefs and not enough Indiansnot friendly at allwhen u have a problem u call and no answer from the boss (3 ),NA,NA
1060409864,Driver (Current Employee) –  , TX,Tyler,2017-03-31,3,A typical day is driving an average of 500 miles per day which is pushing it as to not run out of hours.,The main thing on the road is safety and staying focus is vital to getting back home.  The employees at the stores in which I deliver are overall friendly.  I've learned how to stay calm and safe through any situation.,Co-workers are wonderful.,Not enough hours in the day.
1059744516,Driver (Current Employee) –  , OH,Walton Hills,2017-03-02,4,Nice place to work,A typical day is self supervision of properly picking up a freight from plant to plant in a safe manor  . Follow all safety rule and regulation.,NA,NA
1059480321,DRIVER (Former Employee) –  ,NA,New Jersey,2017-02-19,3,My life,"I love to work. I do as asked and beyond. I do it as though I own the company. I work in rain, snow, hurricane, and blizzard. I a dedicated employee who shows up for work.",N/a,N/a
1058647943,Driver (Former Employee) –  , PA,Pittston,2017-01-14,1,Dont care that your human,"Had issues with the on board computer in the new truck they got. It would log you on/off whatever it felt like. Management did not want to hear the truth, but would rather belive a malfunctioning computer. Fire you like you didn't matter.",Pay,"Any day there could be your last, they belive computers not humans"
1058321449,Driver (Current Employee) –  , IL,Rochelle,2016-12-30,5,Overall good experience,Not a bad place to work. Most of what we do is very easy and not long distance. Most of the work is drop and hook and it's all no touch freight. Dispatchers are pretty good and willing to work with you when something comes up. They know you have families and lives. That's rare. Benefits are decent. I've enjoyed my time here and would stay if I weren't moving south.,"Easy work, decent dispatchers","Pay on low side, some times low hours"
1058215765,AZ driver (Current Employee) –  , ON,Mississauga,2016-12-21,4,driver culture,"great work,best follow up,communication on its best,very well organised,safety first no team work,work and workbest customer services",lots of work as much you can do,time bounded and no benefits
1058098872,Transfer Driver part time (Current Employee) –  ,NA,Dallas,2016-12-13,4,Flexability is key to my continued stay with this company.,"The workday begins very informally at the rental counter in greeting the agents and signing in. There is small talk about the proposed moves of rental vehicles and I settle in and wait and listen for the instructions.I have learned patience and relaxation from this position as in most scenarios there is little to no rushing to meet a deadline.Management has been just as professional and polite with the drivers as with the customers who are drivers too.Co-workers can be unpredictable and the format is to have two ride together most of the time. It might help if both were interviewed together for compatibility purposes.The most difficult of duties in the job as I have experienced it has been in dealing with driver partners with extreme behavioral differences from myself. On the other hand, when a pairing is compatible the experience is pleasant and productive.",Uniformity across the organization.,Unpredictability of the driving experience. It can be very challenging.
1058010077,AZ Driver (Former Employee) –  , ON,London,2016-12-07,3,Adventure like work,The most enjoyable part of the job was that i got to see different people in different provinces of the United States and i learnt a bit of the American accent.,Felt like going on a holiday,Long waiting times
1057852960,TT Driver (Current Employee) –  , SC,Spartanburg,2016-11-27,3,Great Place to work if some managers stop mico managing.,"Good work day when you don't have to deal with Mgmnt, Mgmnt all about customer and not driver concerns.Work a lot....if you wanted to or not. Lot's of turnover and some unhappy managers,","New Equip, some friendly mgrs","Main Mgmt Clueless and has favorites, No driver support, smart employees moved on elsewheres."
1057819783,Driver (Former Employee) –  , KY,Georgetown,2016-11-23,3,slow and waiting,wait to long to move plus pays bad for the time out you will wait 2 hours to move to next place and time out is 14 hours not good pay,NA,NA
1057773160,Driver (Current Employee) –  , NJ,Princeton,2016-11-20,4,Drive to suppliers to pick up car parts,"Great job, great health care and 401 K.   Paid holidays.  Local and team routes. Bid on routes every 1-2 months.  Newer trucks low miles. Good base pay.",Local routes,Work one Saturday a month
1057760708,Transfer Driver (Former Employee) –  , ME,Hermon,2016-11-19,3,ok job,not a bad place to work at for a temp job. manger was very friendly towards me and not forceful in demanding where i had to driver to.,NA,NA
1056560229,Driver (Current Employee) –  , TX,San Antonio,2016-08-09,1,Shunt driver /jci avanzar,"Stay away from the jci account, you will regret it, they are not organized at all, they tell you one  thing and do another. We were told there was a yearly pay raise, never received it, guarantee pay is taken away to suit their needs (bonus for management ), as for the Toyota account, it is by bid only, you will stay at the bottom until you move up to the good routes which pay over 900, which will take a long time if it ever happens, driver turnover is high for a reason.",NA,NA
1056358474,Driver (Current Employee) –  , TX,El Paso,2016-07-16,1,Not too bad of a company,"It is overall a good company to work for.  Just don't fall for the 800.00 a week guarantee.  They do not honor it.  You will for sure work nights for a long while.  The manager is very cool and works with everyone. The problem is upper management.  They are more worried about safety this and safety that than keeping drivers.  Also plan on having about 3 weeks off without pay for sure.  Plus any other time they decide to cancel runs, also without pay.  Like I said, they do not honor the so called guarantee pay.",Overall easy job. Cool manager,Guarantee pay not honored
1055915617,driver (Former Employee) –  , OH,Warren,2016-06-04,5,They are  a most ethical company I have ever had the pleasure of working for.,Could not have been a better place to work.  Management was great.  If i could give more that 5 stars I would.  The equipment was kept in good condition .  I had great respect of the company and appreciated their Captain of the ship police.,good working conditions great management,none. not even one
1055808178,Driver (Former Employee) –  , TX,Ennis,2016-05-25,4,Nice Place,The employees at this company was very nice to work with. Management sometimes a little stiff but not that bad. My salary could have been better because I was doing a lot inside and out for the company. I don't have many complaints where I was located.,Home life and energy,"Pay, healthcare"
1055437515,Transfer Driver (Former Employee) –  , NY 14225,Cheektowaga,2016-04-21,5,Productive and fun plce to work,Drove equipment from one location to another and picked up and delivered parts to customers. The co-workers were friendly and helpful.,NA,NA
1055273946,Driver (Former Employee) –  , TX,Ennis,2016-04-07,2,job paid ok,"not a good group of folks to work for if you have a family, very little personal touch on this job, all business ,full of numbers use you upp and get another .",close to home,"hours very inconsistant, money fluctated to much, time off was scrutinized to much, unfriendly, hostile"
1054403582,Driver (Current Employee) –  , MD,Hanover,2016-01-13,5,no complaints,"I've been a driver for Ryder for a long time  and can't really complain.Good  company, good equipment, and great pay! But working for a logistics company you can get tired of going from account to account if that  account you are on doesn't renew the contract with Ryder.","salary, equipment",nothing really but can always do better
1054269889,driver (Former Employee) –  , TX,Texas Gulf Coast,2015-12-30,1,Drivers beware....Extremely poor management,Drivers beware stY away poor management don't care about drivers or safety poor equipment  poor dispatch times they play favorites. .,Nothing,Way to many too list
1053564053,DRIVER - SAFETY MEMBER (Current Employee) –  , VA,Roanoke,2015-10-24,4,Very safety driven,"Enjoy my job, but its strictly night time hours.Would like to look at working a different shift.Have no problems, and I get along well with co-workers and management. A typical day at the  job is running lead and dispatching drivers and products. Co workers are excellent.Hardest part of the job is the hours. Most enjoyable part is their commitment to safety.",Benefits,Outside work in varying degrees of weather
1053273486,AZ driver (Former Employee) –  ,NA,Brampton,2015-10-01,5,Travelling outside of Ontario,"I earned great experience working with Ryder, especially the experience of travelling outside of Ontario. Was a great one year working with the team, thankful for the experience.",NA,NA
1053257122,Tugger Driver (Former Employee) –  , MI,Trenton,2015-09-30,4,Friendly environment,"Nice People, Long Hours, Lots Of Over-Time, Busy Most Of The Time Some Down Time And Long Days and Union . Hardest Part Of The Job Was Standing 12 Hours With No Sitting AND changing Tugged Battery",Over-Time,Short Breaks And Favoritism
1053121040,Driver (Former Employee) –  , TX,Austin,2015-09-18,4,Exciting New Challenges Daily,Great Company within the community.  Enjoyed providing Customer Service to various customers.  Satisfaction at end of day.,Customers,Communication with Management
1051899083,Driver (Former Employee) –  , IN,Jeffersonville,2015-05-27,4,Good company to work for,This was a good company to work for until you get injured then depending on the severety there is a good chance they will find a way to terminate you,NA,NA
88504448,driver (Former Employee) –  ,oh,archabald,2015-03-09,3,driver,"Good account I was working for, nice people and managers, deliveries to customers was usually to interesting and helpful people",good company to work for,NA
88151368,driver (Former Employee) –  ,ca.,ingelwood,2015-03-04,3,fellow employee s great. contract problems.,a great product. changed everyday. sometimes for no reason. people i worked with great. worked for amazon.started out good.,NA,NA
88070325,Driver (Former Employee) –  ,NA,baltimore md,2015-03-03,4,"productive,professional",Deliver and move trucks to locations for customers.Supervisors where professional and easy to work  with. There was a very  good teamwork among the drivers and staff.,NA,NA
79833670,former driver (Former Employee) –  ,NA,seekonk ma,2014-11-03,2,ok but if you do something accidental look out.,I've read the other comments and most of the negative comments are true.Their safety procedures are way over the top. You are not allowed to make a mistake. If you do they treat you like a child. No respect what so ever.,home daily weekends off,everything else
78377991,Driver (Current Employee) –  , CA,Stockton,2014-10-09,1,lucky if you have a route,when they needed you it was okay now they are bringing in less experience drivers to do the job and force you out by giving them routes and leaving you hanging with no route. payroll is incompetent they never get the correct pay to you that is coming to you. claim to have incentives but when it comes to pay you all of a sudden they have no idea of what you are talking about. They bring you in for standby and send you home after 4hrs.,good equipment,its either work and make money or take breaks and dont make it home
