ID,Position,State,City,Date,Rating,Title,Review,Pros,Cons
1064433695,Driver (Former Employee) –  , NJ,Rockaway,2017-09-12,4,Nice slow pace for a 2nd job or retired person,"I delivered sections of newspapers to distribution centers in NY, I worked in Rockaway NJ. It was an easy job but newspapers are dying so I saw no future and the pay wasn't too great",Get paid up to 6 hours even if you worked less then that,Didn't see a future there
1073139520,Driver (Former Employee) –  ,NA,Norcross,2018-10-25,4,Not enough money,"It was not a bad place to work I was going to Al four days that I enjoyed that when they got that, most all the people I work with was easy to get along with that makes it better when everybody can get along",NA,NA
1064025819,CITY DRIVER (Former Employee) –  , FL,Miami Gardens,2017-08-27,5,Good place to work,"Penske was a good place to work , though it was only a part time job that paid $14 an hour.  There was a great environment, conducive to the employee looking for a part time job opportunity.",Good place to work,Low pay
1063657248,Driver (Current Employee) –  ,NA,City torrents,2017-08-11,5,Muy buen ambiente de trabajo,"Gente agradable, oportunidad de crecimiento y mucho más.",Tengo Kaiser permanente,Me adapto
1063556657,Driver (Current Employee) –  , OH,Findlay,2017-08-08,1,not good over all,"never again would I work for them, or tell any one to go work for them. Management sucked run you like dogs then yell you ran to fast had to many hard breaks, or had a speed ticket because of it then let you go.",home every day,every thing
1063409696,Driver Transfer (Former Employee) –  , ND,Fargo,2017-08-02,3,Rental,"Only part time work.Hard to make a living this way. No Benefit,s, but not hard work. Took my vacation , just no Pay.Transfer Driver of any size vehicle.",NA,NA
1058833489,Driver (Former Employee) –  , IN,Indianapolis,2017-01-22,2,Average to less than,"Be ready for mind games, they are always trying to screw you into a situation that benefits them and sets you up for less. They want you to jump at will and you cannot make plans without upsetting them. They will turn their back on you as soon as something happens that isn't to their advantage.",Minimal supervision,"Integrity, organization, insult to driver intelligents, they think they are way above you."
1058584554,Driver (Former Employee) –  , TX,DeSoto,2017-01-11,1,I live right down the road from this account...still quit!!!,"Worked for the mattress account and was promised all these things....I lived 3 mins from it and it was the worst, never again....only made 630.00 a week after taxes.....14 yrs of driving....lol lowest paying job ever",Benefits,Cameras low pay and cameras
1056109621,Driver (Current Employee) –  ,NA,North Carolina,2016-06-23,2,Great managment,"Pay reflects the contract. So do your benefits.Low under market value pay, no real overtime to make up and cheap poorly maintained trucks. Its a fill in to a better job somewhere else though and I have just realized it after a year of service. Some contracts are better than others so pay may be higher or even lower. Mostly lower. My contract I have to use PTO to cover my 40 hours if there closed for snow days etc. I struggle to get 8 hours in a day. Its a good Job for simi retired or part time. I worry everyday my job will be cut though and I am looking for other work now. No real advancment.Penske management locally is awesome though and they make you want to do a good job.Contact management and staff are jerks who treat you like a moron. That also seems to be company wide with most contracts. Basically your a number and a seat filler. You will not have any support from any high ups and if you don't kiss the contracts a&% you  won't be happy.",Great operations manager!!,"Pay, insurance, vacation time, no overtime"
1055599253,"Hiker, driver (Former Employee) –  ",NA,Maryland,2016-05-06,5,good job,expected to do jobs your are not qualified to do. nothing. good guys to work with. sometimes the hours. meeting people. not seeing what the job of a hiker is.,disconunts on rental equipment,"no time off with pay, holidays vacation."
1055069512,Driver (Former Employee) –  , PA,Chambersburg,2016-03-17,1,Horrible company,"I had worked through a temp service as a driver and was hired on full time. A month later I was told I had lied on my application by not disclosing accidents on my record and when I pulled my MVR, DAC, and CSA there was no accidents on any of them. I fought to get the job back and was told no because another company said I had accidents so Penske said I still lied.",NA,NA
1054659586,Driver (Current Employee) –  , IN,Fort Wayne,2016-02-06,3,Contracted to poorly managed paper supply company.,The typical work day started at 6:00 AM. Upon arrival I would inspect my truck and sign in to my electronic logs. I then helped the loaders finish loading the truck and then checked and secured my load. The length of the day varied depending on the miles driven and the type of deliveries made. I would then return to the warehouse and finalize unloading and paperwork. I was able to help my supervisor with routing which helped me keep those skills in use. The company we were contracted to work for was an interesting and sometimes frustrating experience including poor management and employees with bad attitudes as well as low safety standards. The hardest part of the job was dealing with the contracted company and not knowing when you would be finished on any given day. The most enjoyable part of the job was being outside in nice weather and interacting with the delivery customers.,New equipment,Some long days
1054114922,Driver (Former Employee) –  , TX,Houston,2015-12-07,2,Penske Logistics is a 3rd party company that only services the logistics of corporations.,"Everything described in the hiring post for this location (Cardinal Health) there's a a lot of red tape not being told.  If your one to be sold that you can own the world by all means Do Apply!   Don't get me wrong, the driver position is a steady job, you'll get ur hours, (40 hr work week) but don't expect to make it rich here (penske mgmt micromanages your work hours).  The benefits are pretty good, the healthcare is affordable if ur single.  The 4 day work week is catchy, but there's only 2 shifts (12AM-2AM & 4PM-6PM) All the equipment (electric jacks, manuel jacks, hand trucks, tractors, trailers etc..) is shared between the AM PM drivers so your not guaranteed a fully charge electric jack apon starting ur shift. Penske Logistics is a 3rd party service. The work here is not hard general lifting, pulling and pushing.  The stress-related part is when the warehouse crew fails to properly wrap pallets and all trailers are preloaded.  Since penske is only in charge of the logistics side, penske can only ask the warehouse mgmt to address the same repeated nuisance.  Basically everyone here is just a number.",Weekly pay,"Pay, mgmt"
1052811423,Driver (Current Employee) –  , CO,Denver,2015-08-21,2,Not a good place to work for very disorganized and no communication,"A day at work is always interesting because you don't know whats going to happen next. I learned that people do love this service and i think is a great service.The management is horrible they don't communicate with you to let you know whats going on, they make changes without your knowledge. very unprofessional, no communication, they don't listen to anything drivers have to say about an issue or a problem and they don't care if a truck is unsafe to drive therefore they don't care about the safety of the drivers at all. They just tell you o well you gonna have to deal with it even though is illegal do operate a truck that has serious problems.The co-workers are overall very good hard working people even though 1-2 of them don't have honesty and are lazyThe hardest part of the job is dealing with unattended vehicles that have problems, and a office management who doesn't care about anything you say.The most enjoyable part of the job is the fact that i deliver to the disabled, impaired, and the elderly, i love the fact that i'm able to help people and i get to meet and learn so much from every person i deliver to. That's why i like doing customer service and delivery jobs because i get to meet a lot of good folks.","I get to be outside all day and enjoy a beautiful day of sun or snow, while i meet different people of all cultures and diversity",not good vehicles to drive and not maintained well
1051793229,driver (Current Employee) –  , FL,Miami,2015-05-17,4,good for part time work,"need better paying job good work environment,great co  workers.would not leave but need more money i would recommend  this job to any driver that needs part time job",good people to work with,need better paying job
84160846,Trailer driver (Former Employee) –  , MD,White Marsh,2015-01-19,1,"Think Twice, Horrible Management, Driver Work Relation","Beware!!!! Worked here for a few years. When given a raise, something was always taken back, so it was not a raise. 70 hour work week, for 40 hours of pay. Terrible communication between driver and management. After one month, still waiting for final wages and accumulated vacation. It's activity based pay, lot of free time given to company without pay. Some days, paid under state minimum wage. This company should be ashamed of what they are paying their drivers. Even a single guy, can't survive on this salary.",None,Everything
82934636,driver/hiker (Former Employee) –  , CO,Aurora,2014-12-29,5,fun part time job,was a fun part time job great equipment good management. Would love it if it was a full time job,great job,part time
77396421,Driver (Current Employee) –  , CA,Stockton,2014-09-20,2,Confusing,"I hostle for the Trader Joe's account in CA. How the yard is run makes absolutely no sense. Lack of communication and organization as well as inefficiency. I've hostled at major locations such as Gallo and Amazon and actually thrived. At this Penske account it's a joke!My suggestion would be to implement an on-board computer system for yard trucks, this way hostlers can pick and choose moves far more efficiently. I'd also like to add that the amount of hostlers at the site can easily be reduced from 8-7 to 4-5. I myself was able to handle 80-100 moves in a 10 hour shift at Gallo. If Penske could implement an effective on-board computer system, it would be a decent job.",Pay,Everything else
60252075,driver/hiker (Current Employee) –  , NY,Elmsford,2013-10-24,5,just started,so far i love the job it is a part of my dreams and would leave me to my future goals one day,NA,NA
59038133,Driver (Former Employee) –  , TN,Cleveland,2013-10-05,1,Mgmt. will look you in yhe eye and lie to you!!!,"Customer was fantastic ! Very easy to work with.learned a lot about safetyPenske mgmt.however at this location told it's employees in Oct. 2011 meeting that everything was going great and our jobs were safe so if we wanted to make any major purchases it would be a good time to do so, said they had just acquired another 3 yr. contract.In Nov. they had other trucking companies coming in touring the facilities and giving them quotes for the contract, mgmt. still said not to worry this was just for show that we had the contract so don't worry about anything our jobs were safe. After Christmas and New Years shutdown they had another meeting with employees telling everyone Penske lost the contract and our jobs would officially end by Feb. 6/2012Later found out that Penske had subcontracted out the account so they could make more proffit, they are actaully still in charge of managing that location.Same mgr. different title.","Great customer, & Workmates","Mgr. lied putting employees in a bind, some had to sell their cars to pay bills."
55713438,Driver (Current Employee) –  , OH,Dayton,2013-08-04,5,n/a,I like the schedule it works around my school. The peole are dreat and create a friendly work environment.,NA,NA
40420303,Jeep Driver (Current Employee) –  , OH,Clyde,2012-11-25,3,It's a fair and safe place to work.,"Dock drivers are compensated by piece rate. For me , this adds a little stress. I want to do my job properly with out being rushed.I get along with management and co-workers just fine. The hardest part of the job is figuring out how to load some of the trucks to make all the product fit but thats ok because I welcome challenge.The most enjoyable part of the job is taking pride in knowing I did my job properly and efficiently at the end of the day.",oppurtunities for overtime,"outside of piece rate, hourly pay too low"
1073139520,Driver (Former Employee) –  ,NA,Norcross,2018-10-25,4,Not enough money,"It was not a bad place to work I was going to Al four days that I enjoyed that when they got that, most all the people I work with was easy to get along with that makes it better when everybody can get along",NA,NA
37309350,Driver (Former Employee) –  , AZ,Tucson,2012-07-31,5,Penske,"A typical day at work varied from day to day, but also moving trucks to different cities. I learned how to get around different cities. When the management makes work fun you are excited to work for them more. My co-workers were easy to work with, some of us knew eachother outside of work. the hardest part of the job was that there really wasnt a hard part. Most enjoyable was getting the chance to work for this company.","barbeques, doughnut day",nothing
33286365,Driver (Current Employee) –  , NC,Garner,2012-03-08,3,I work at this location,This location is for 3rd shift only. The pay is ok for the amount of work you do. The benefits are good. But the boss seem like he dont know whats going on sometimes.,NA,NA
